Id,Ordinal,Level,IsStock,ManufacturerID,MassDiff,Price,FrontBrakeSize,FrontBrakeSizeMM,FrontBrakeRotorThicknessMM,FrontBrakeDrumDepthMM,FrontBrakeNonSpinningMass,FrontBrakeTypeID,FrontCaliperPistons,RearBrakeSize,RearBrakeSizeMM,RearBrakeRotorThicknessMM,RearBrakeDrumDepthMM,RearBrakeNonSpinningMass,RearBrakeTypeID,RearCaliperPistons,GameFrictionScaleBraking,BrakeTorqueSlider,BrakeBiasSlider,BiasHandbrake,ReleasePointABS,FrontBrakeTorqueClamp,RearBrakeTorqueClamp,DamageModDefID,RequiresGraphics,BrakesProfileID
2131000,2131,2,1,0,0.0,0,15,390.0,35.0,65.0,4.0,3,6,14,372.0,35.0,65.0,4.0,3,4,1.14,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2131003,2131,3,0,0,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2133000,2133,1,1,0,0.0,0,13,340.0,32.0,50.0,5.0,3,4,12,330.0,32.0,50.0,4.0,3,2,1.085,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2133002,2133,2,0,118,-2.0,1300,14,365.4,32.0,50.0,4.0,4,4,13,355.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2133003,2133,3,0,118,-4.0,1950,15,390.8,32.0,50.0,4.0,5,6,14,380.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2135000,2135,0,1,0,0.0,0,11,298.0,28.0,35.0,5.0,2,4,11,290.0,28.0,35.0,4.0,2,2,0.995,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2135001,2135,1,0,194,-2.0,650,11,298.0,28.0,35.0,5.0,2,4,11,290.0,28.0,35.0,4.0,2,2,1.02,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2135002,2135,2,0,194,-4.0,1300,12,323.4,28.0,35.0,4.0,4,4,12,315.4,28.0,35.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2135003,2135,3,0,194,-5.0,1950,13,348.8,28.0,35.0,4.0,5,6,13,340.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2142000,2142,0,1,0,0.0,0,13,340.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,14
2142001,2142,1,0,294,-2.0,650,13,340.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.025,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2142002,2142,2,0,294,-4.0,1300,14,365.4,32.0,50.0,4.0,4,4,13,335.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2142003,2142,3,0,294,-5.0,1950,15,390.8,32.0,50.0,4.0,5,6,14,360.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2145000,2145,2,1,0,0.0,0,12,310.0,32.0,50.0,4.0,4,6,12,310.0,32.0,50.0,4.0,4,6,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2145003,2145,3,0,167,-2.0,1950,14,360.8,32.0,50.0,4.0,5,6,14,360.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2146000,2146,1,1,0,0.0,0,13,353.0,35.0,65.0,5.0,2,4,13,353.0,35.0,65.0,4.0,2,2,1.04,0.5,0.5,1.0,0.71,250.0,250.0,7,1,26
2146002,2146,2,0,0,-2.0,1300,14,378.4,35.0,65.0,4.0,4,4,14,378.4,35.0,65.0,4.0,4,2,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2146003,2146,3,0,0,-4.0,1950,15,403.8,35.0,65.0,4.0,5,6,15,403.8,35.0,65.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2147000,2147,2,1,0,0.0,0,12,305.0,32.0,50.0,4.0,4,6,12,305.0,32.0,50.0,4.0,4,4,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2147003,2147,3,0,0,-2.0,1950,14,355.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2148000,2148,2,1,0,0.0,0,12,320.0,32.0,50.0,4.0,4,6,12,320.0,32.0,50.0,4.0,4,6,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2148003,2148,3,0,418,-2.0,1950,14,370.8,32.0,50.0,4.0,5,6,14,370.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2149000,2149,0,1,0,0.0,0,10,259.0,28.0,35.0,5.0,2,2,9,238.0,25.0,25.0,4.0,2,2,0.97,0.5,0.5,1.0,0.71,250.0,250.0,7,1,13
2149001,2149,1,0,237,-2.0,650,10,259.0,28.0,35.0,5.0,2,2,9,238.0,25.0,25.0,4.0,2,2,0.995,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2149002,2149,2,0,237,-4.0,1300,11,284.4,28.0,35.0,4.0,4,4,10,263.4,25.0,25.0,4.0,4,2,1.165,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2149003,2149,3,0,237,-5.0,1950,12,309.8,28.0,35.0,4.0,5,6,11,288.8,25.0,25.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2151000,2151,0,1,0,0.0,0,9,250.0,28.0,35.0,5.0,1,0,9,250.0,28.0,35.0,4.0,1,0,0.925,0.5,0.5,1.0,0.71,250.0,250.0,7,1,10
2151001,2151,1,0,294,-2.0,650,9,250.0,28.0,35.0,5.0,1,0,9,250.0,28.0,35.0,4.0,1,0,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2151002,2151,2,0,294,-4.0,1300,10,275.4,28.0,35.0,4.0,4,4,10,275.4,28.0,35.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2151003,2151,3,0,294,-5.0,1950,11,300.8,28.0,35.0,4.0,5,6,11,300.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2154000,2154,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,4,14,370.0,35.0,65.0,4.0,5,2,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2158000,2158,0,1,0,0.0,0,10,263.0,28.0,35.0,5.0,2,2,10,262.0,28.0,35.0,4.0,1,2,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,13
2158001,2158,1,0,167,-2.0,650,10,263.0,28.0,35.0,5.0,2,2,10,262.0,28.0,35.0,4.0,1,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2158002,2158,2,0,167,-4.0,1300,11,288.4,28.0,35.0,4.0,4,4,11,287.4,28.0,35.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2158003,2158,3,0,167,-5.0,1950,12,313.8,28.0,35.0,4.0,5,6,12,312.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2162000,2162,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,6,14,380.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2163000,2163,1,1,0,0.0,0,13,350.0,35.0,65.0,5.0,3,4,11,296.0,28.0,35.0,4.0,2,2,1.055,0.5,0.5,1.0,0.71,250.0,250.0,7,1,14
2163002,2163,2,0,180,-2.0,1300,14,375.4,35.0,65.0,4.0,4,4,12,321.4,28.0,35.0,4.0,4,2,1.2,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2163003,2163,3,0,180,-4.0,1950,15,400.8,35.0,65.0,4.0,5,6,13,346.8,28.0,35.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2164000,2164,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,6,14,356.0,35.0,65.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2168000,2168,1,1,0,0.0,0,12,326.0,32.0,50.0,5.0,2,4,12,316.0,32.0,50.0,4.0,2,2,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,23
2168002,2168,2,0,297,-2.0,1300,13,351.4,32.0,50.0,4.0,4,4,13,341.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2168003,2168,3,0,297,-4.0,1950,14,376.8,32.0,50.0,4.0,5,6,14,366.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2171000,2171,1,1,0,0.0,0,10,269.0,28.0,35.0,5.0,2,2,10,277.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,6
2171002,2171,2,0,149,-2.0,1300,11,294.4,28.0,35.0,4.0,4,4,11,302.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2171003,2171,3,0,149,-4.0,1950,12,319.8,28.0,35.0,4.0,5,6,12,327.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2173000,2173,0,1,0,0.0,0,9,235.0,25.0,25.0,5.0,2,2,8,210.0,25.0,25.0,4.0,1,0,0.935,0.5,0.5,1.0,0.71,250.0,250.0,7,1,12
2173001,2173,1,0,0,-2.0,650,9,235.0,25.0,25.0,5.0,2,2,8,210.0,25.0,25.0,4.0,1,0,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2173002,2173,2,0,0,-4.0,1300,10,260.4,25.0,25.0,4.0,4,4,9,235.4,25.0,25.0,4.0,4,2,1.16,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2173003,2173,3,0,0,-5.0,1950,11,285.8,25.0,25.0,4.0,5,6,10,260.8,25.0,25.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2175000,2175,1,1,0,0.0,0,14,380.0,35.0,65.0,5.0,4,6,13,345.0,32.0,50.0,4.0,4,4,1.185,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2175002,2175,2,0,268,-2.0,1300,15,405.4,35.0,65.0,4.0,4,6,14,370.4,32.0,50.0,4.0,4,4,1.235,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2175003,2175,3,0,268,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,395.8,32.0,50.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2176000,2176,0,1,0,0.0,0,12,330.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,1,0,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2176001,2176,1,0,54,-2.0,650,12,330.0,32.0,50.0,5.0,2,4,12,305.0,32.0,50.0,4.0,1,0,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2176002,2176,2,0,54,-4.0,1300,13,355.4,32.0,50.0,4.0,4,4,13,330.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2176003,2176,3,0,54,-5.0,1950,14,380.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2177000,2177,3,1,0,0.0,0,15,394.0,35.0,65.0,4.0,5,6,15,389.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2178000,2178,1,1,0,0.0,0,14,360.0,35.0,65.0,5.0,2,2,12,312.0,32.0,50.0,4.0,2,2,1.02,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2178002,2178,2,0,121,-2.0,1300,15,385.4,35.0,65.0,4.0,4,4,13,337.4,32.0,50.0,4.0,4,2,1.195,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2178003,2178,3,0,121,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,14,362.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2179000,2179,1,1,0,0.0,0,12,310.0,32.0,50.0,5.0,2,2,10,272.0,28.0,35.0,4.0,2,2,1.005,0.5,0.5,1.0,0.71,250.0,250.0,7,1,101
2179002,2179,2,0,121,-2.0,1300,13,335.4,32.0,50.0,4.0,4,4,11,297.4,28.0,35.0,4.0,4,2,1.185,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2179003,2179,3,0,121,-4.0,1950,14,360.8,32.0,50.0,4.0,5,6,12,322.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2180000,2180,3,1,0,0.0,0,16,420.0,36.0,65.0,4.0,5,6,14,356.0,35.0,65.0,4.0,3,2,1.265,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2181000,2181,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2182000,2182,0,1,0,0.0,0,13,338.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,7
2182001,2182,1,0,121,-2.0,650,13,338.0,32.0,50.0,5.0,2,4,12,310.0,32.0,50.0,4.0,2,2,1.025,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2182002,2182,2,0,121,-4.0,1300,14,363.4,32.0,50.0,4.0,4,4,13,335.4,32.0,50.0,4.0,4,2,1.205,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2182003,2182,3,0,121,-5.0,1950,15,388.8,32.0,50.0,4.0,5,6,14,360.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2183000,2183,3,1,0,0.0,0,15,394.0,35.0,65.0,4.0,5,6,15,390.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
2184000,2184,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2185000,2185,2,1,0,0.0,0,14,380.0,35.0,65.0,4.0,2,2,14,376.0,35.0,65.0,4.0,2,2,1.055,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2185003,2185,3,0,220,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.4,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2187000,2187,0,1,0,0.0,0,10,279.0,28.0,35.0,5.0,1,0,10,254.0,28.0,35.0,4.0,1,0,0.925,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2187001,2187,1,0,167,-2.0,650,10,279.0,28.0,35.0,5.0,1,0,10,254.0,28.0,35.0,4.0,1,0,0.95,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2187002,2187,2,0,167,-4.0,1300,11,304.4,28.0,35.0,4.0,4,4,11,279.4,28.0,35.0,4.0,4,2,1.175,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2187003,2187,3,0,167,-5.0,1950,12,329.8,28.0,35.0,4.0,5,6,12,304.8,28.0,35.0,4.0,5,4,1.365,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2188000,2188,3,1,0,0.0,0,15,397.0,35.0,65.0,4.0,5,6,14,380.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
2189000,2189,3,1,0,0.0,0,15,394.0,35.0,65.0,4.0,5,6,14,380.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2209000,2209,0,1,0,0.0,0,10,274.0,28.0,35.0,5.0,2,2,11,280.0,28.0,35.0,4.0,2,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,20
2209001,2209,1,0,149,-2.0,650,10,274.0,28.0,35.0,5.0,2,2,11,280.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2209002,2209,2,0,149,-4.0,1300,11,299.4,28.0,35.0,4.0,4,4,12,305.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2209003,2209,3,0,149,-5.0,1950,12,324.8,28.0,35.0,4.0,5,6,13,330.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2235000,2235,3,1,0,0.0,0,15,399.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2258000,2258,0,1,0,0.0,0,9,231.0,25.0,25.0,5.0,1,0,9,231.0,25.0,25.0,4.0,1,0,0.915,0.5,0.5,1.0,0.71,250.0,250.0,7,1,29
2258001,2258,1,0,294,-2.0,650,9,231.0,25.0,25.0,5.0,1,0,9,231.0,25.0,25.0,4.0,1,0,0.94,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2258002,2258,2,0,294,-4.0,1300,10,256.4,25.0,25.0,4.0,4,4,10,256.4,25.0,25.0,4.0,4,2,1.16,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2258003,2258,3,0,294,-5.0,1950,11,281.8,25.0,25.0,4.0,5,6,11,281.8,25.0,25.0,4.0,5,4,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2262000,2262,1,1,0,0.0,0,14,371.0,35.0,65.0,5.0,2,6,13,338.0,32.0,50.0,4.0,2,4,1.05,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2262002,2262,2,0,144,-2.0,1300,15,396.4,35.0,65.0,4.0,4,6,14,363.4,32.0,50.0,4.0,4,4,1.23,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2262003,2262,3,0,144,-4.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,388.8,32.0,50.0,4.0,5,4,1.395,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2263000,2263,2,1,0,0.0,0,15,390.0,35.0,65.0,4.0,4,6,13,350.0,35.0,65.0,4.0,4,2,1.2,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2263003,2263,3,0,160,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,400.8,35.0,65.0,4.0,5,4,1.4,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2267000,2267,1,1,0,0.0,0,11,280.0,28.0,35.0,5.0,2,2,11,280.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,6
2267002,2267,2,0,149,-2.0,1300,12,305.4,28.0,35.0,4.0,4,4,12,305.4,28.0,35.0,4.0,4,2,1.18,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2267003,2267,3,0,149,-4.0,1950,13,330.8,28.0,35.0,4.0,5,6,13,330.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2270000,2270,0,1,0,0.0,0,10,270.0,28.0,35.0,5.0,2,2,10,270.0,28.0,35.0,4.0,2,2,0.975,0.5,0.5,1.0,0.71,250.0,250.0,7,1,10
2270001,2270,1,0,206,-2.0,650,10,270.0,28.0,35.0,5.0,2,2,10,270.0,28.0,35.0,4.0,2,2,1.0,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2270002,2270,2,0,206,-4.0,1300,11,295.4,28.0,35.0,4.0,4,4,11,295.4,28.0,35.0,4.0,4,2,1.17,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2270003,2270,3,0,206,-5.0,1950,12,320.8,28.0,35.0,4.0,5,6,12,320.8,28.0,35.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2289000,2289,3,1,0,0.0,0,16,410.0,35.0,65.0,4.0,5,6,15,390.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2290000,2290,3,1,0,0.0,0,16,410.0,35.0,65.0,4.0,5,6,15,390.0,35.0,65.0,4.0,5,4,1.36,0.5,0.5,1.0,0.71,250.0,250.0,7,1,3
2293000,2293,2,1,0,0.0,0,12,330.0,32.0,50.0,4.0,3,4,11,299.0,28.0,35.0,4.0,3,4,1.11,0.5,0.5,1.0,0.71,250.0,250.0,7,1,7
2293003,2293,3,0,238,-2.0,1950,14,380.8,32.0,50.0,4.0,5,6,13,349.8,28.0,35.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2297000,2297,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,6,13,350.0,35.0,65.0,4.0,5,4,1.345,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2352000,2352,3,1,0,0.0,0,14,380.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2357000,2357,1,1,0,0.0,0,13,350.0,35.0,65.0,5.0,2,4,11,302.0,32.0,50.0,4.0,2,2,1.03,0.5,0.5,1.0,0.71,250.0,250.0,7,1,14
2357002,2357,2,0,167,-2.0,1300,14,375.4,35.0,65.0,4.0,4,4,12,327.4,32.0,50.0,4.0,4,2,1.2,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2357003,2357,3,0,167,-4.0,1950,15,400.8,35.0,65.0,4.0,5,6,13,352.8,32.0,50.0,4.0,5,4,1.385,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2363000,2363,3,1,0,0.0,0,15,394.0,35.0,65.0,4.0,5,6,14,360.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2371000,2371,3,1,0,0.0,0,15,398.0,35.0,65.0,4.0,5,6,14,380.0,35.0,65.0,4.0,5,4,1.355,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2372000,2372,0,1,0,0.0,0,12,305.0,32.0,50.0,5.0,1,2,12,305.0,32.0,50.0,4.0,1,2,0.935,0.5,0.5,1.0,0.71,250.0,250.0,7,1,17
2372001,2372,1,0,167,-2.0,650,12,305.0,32.0,50.0,5.0,1,2,12,305.0,32.0,50.0,4.0,1,2,0.96,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2372002,2372,2,0,167,-4.0,1300,13,330.4,32.0,50.0,4.0,4,4,13,330.4,32.0,50.0,4.0,4,2,1.19,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2372003,2372,3,0,167,-5.0,1950,14,355.8,32.0,50.0,4.0,5,6,14,355.8,32.0,50.0,4.0,5,4,1.38,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2397000,2397,0,1,0,0.0,0,13,350.0,35.0,65.0,5.0,2,4,13,348.0,32.0,50.0,4.0,2,2,1.01,0.5,0.5,1.0,0.71,250.0,250.0,7,1,28
2397001,2397,1,0,167,-2.0,650,13,350.0,35.0,65.0,5.0,2,4,13,348.0,32.0,50.0,4.0,2,2,1.035,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2397002,2397,2,0,167,-4.0,1300,14,375.4,35.0,65.0,4.0,4,4,14,373.4,32.0,50.0,4.0,4,2,1.21,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2397003,2397,3,0,167,-5.0,1950,15,400.8,35.0,65.0,4.0,5,6,15,398.8,32.0,50.0,4.0,5,4,1.39,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2400000,2400,2,1,0,0.0,0,15,395.0,35.0,65.0,4.0,3,6,14,376.0,35.0,65.0,4.0,3,4,1.14,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2400003,2400,3,0,167,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2412000,2412,0,1,0,0.0,0,7,203.0,25.0,25.0,5.0,1,2,7,203.0,25.0,25.0,4.0,1,2,0.905,0.5,0.5,1.0,0.71,250.0,250.0,7,1,17
2412001,2412,1,0,118,-2.0,650,7,203.0,25.0,25.0,5.0,1,2,7,203.0,25.0,25.0,4.0,1,2,0.93,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2412002,2412,2,0,118,-4.0,1300,8,228.4,25.0,25.0,4.0,4,4,8,228.4,25.0,25.0,4.0,4,2,1.15,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2412003,2412,3,0,118,-5.0,1950,9,253.8,25.0,25.0,4.0,5,6,9,253.8,25.0,25.0,4.0,5,4,1.34,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2416000,2416,0,1,0,0.0,0,8,228.0,25.0,25.0,5.0,1,0,8,228.0,25.0,25.0,4.0,1,0,0.915,0.5,0.5,1.0,0.71,250.0,250.0,7,1,10
2416001,2416,1,0,0,-2.0,650,8,228.0,25.0,25.0,5.0,1,0,8,228.0,25.0,25.0,4.0,1,0,0.94,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2416002,2416,2,0,0,-4.0,1300,9,253.4,25.0,25.0,4.0,4,4,9,253.4,25.0,25.0,4.0,4,2,1.16,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2416003,2416,3,0,0,-5.0,1950,10,278.8,25.0,25.0,4.0,5,6,10,278.8,25.0,25.0,4.0,5,4,1.35,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2417000,2417,0,1,0,0.0,0,11,280.0,28.0,35.0,5.0,2,2,12,306.0,32.0,50.0,4.0,1,0,0.955,0.5,0.5,1.0,0.71,250.0,250.0,7,1,16
2417001,2417,1,0,571,-2.0,650,11,280.0,28.0,35.0,5.0,2,2,12,306.0,32.0,50.0,4.0,1,0,0.98,0.5,0.5,1.0,0.71,250.0,250.0,7,1,8
2417002,2417,2,0,571,-4.0,1300,12,305.4,28.0,35.0,4.0,4,4,13,331.4,32.0,50.0,4.0,4,2,1.185,0.5,0.5,1.0,0.71,250.0,250.0,7,1,1
2417003,2417,3,0,571,-5.0,1950,13,330.8,28.0,35.0,4.0,5,6,14,356.8,32.0,50.0,4.0,5,4,1.375,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2420000,2420,2,1,0,0.0,0,11,289.0,28.0,35.0,4.0,2,4,10,277.0,28.0,35.0,4.0,2,4,1.05,0.5,0.5,1.0,0.71,250.0,250.0,7,1,22
2420003,2420,3,0,218,-2.0,1950,13,339.8,28.0,35.0,4.0,5,6,12,327.8,28.0,35.0,4.0,5,4,1.37,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2421000,2421,2,1,0,0.0,0,15,390.0,35.0,65.0,4.0,2,6,14,365.0,35.0,65.0,4.0,2,4,1.085,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
2421003,2421,3,0,144,-2.0,1950,15,381.0,35.0,65.0,4.0,5,6,15,381.0,35.0,65.0,4.0,5,4,1.405,0.5,0.5,1.0,0.71,250.0,250.0,7,1,15
2422000,2422,2,1,0,0.0,0,15,390.0,35.0,65.0,4.0,3,6,14,372.0,35.0,65.0,4.0,3,4,1.14,0.5,0.5,1.0,0.71,250.0,250.0,7,1,19
